the/atrium
inspire and collaborate 1
inspire and collaborate 2
flex lab 1
flex lab 2
the/creative studio
the/gaming studio
meeting room g.1
meeting room g.2
meeting room g.3
meeting room g.4
meeting room g.5
meeting room g.6
meeting room g.7
the/digital lab
the/digital lab zone a
the/digital lab zone b
the/business and enterprise hub
the/partner suite
the/boardroom
maker bay 1
maker bay 2
discovery zone 1
discovery zone 2
the/faraday cage
